ticker_numero
MGLU3
PETR4
HAPV3
AMER3
CMIG4
BBDC4
CPLE6
LREN3
CVCB3
B3SA3
ITUB4
ITSA4
ABEV3
VALE3
SOMA3
CIEL3
RAIZ4
CMIN3
GOAU4
COGN3
GOLL4
PETR3
RAIL3
AZUL4
GGBR4
LWSA3
PETZ3
TIMS3
ENEV3
VAMO3
AURE3
BEEF3
GMAT3
MRFG3
POMO4
CRFB3
BRFS3
QUAL3
JBSS3
ASAI3
USIM5
EQTL3
IFCM3
MRVE3
NTCO3
PCAR3
BBDC3
ANIM3
CSNA3
PRIO3
HBSA3
ELET3
SEQL3
BBAS3
SLCE3
RDOR3
GFSA3
CYRE3
CBAV3
RENT3
UGPA3
CSAN3
SIMH3
RRRP3
DXCO3
CCRO3
TOTS3
CEAB3
LJQQ3
SBFG3
RADL3
VBBR3
CPLE3
ALPA4
OIBR3
STBP3
BBSE3
AERI3
TRPL4
WEGE3
MULT3
SUZB3
SBSP3
MLAS3
MOVI3
RCSL4
IRBR3
GUAR3
POSI3
BRAP4
TEND3
ENAT3
CXSE3
AZEV4
ECOR3
EMBR3
SAPR4
YDUQ3
SMFT3
HYPE3
VIVT3
EZTC3
BRKM5
BRSR6
JHSF3
ESPA3
ZAMP3
ARZZ3
AESB3
RECV3
VIVA3
FLRY3
KLBN4
MDIA3
MEAL3
MBLY3
CSMG3
NEOE3
GGPS3
ONCO3
MEGA3
PSSA3
BPAN4
EGIE3
TTEN3
CURY3
KEPL3
ODPV3
SMTO3
CASH3
MTRE3
HBOR3
INTB3
GRND3
RANI3
CAML3
DIRR3
CLSA3
LIGT3
CPFE3
JALL3
AZEV3
RAPT4
AMBP3
TRIS3
PLPL3
ELET6
BMGB4
MYPK3
PGMN3
FIQE3
PTBL3
ABCB4
CMIG3
OPCT3
AMAR3
JFEN3
EVEN3
SEER3
DASA3
LEVE3
ITUB3
KRSA3
ORVR3
BRIT3
MILS3
JSLG3
VULC3
TUPY3
BLAU3
LAVV3
LUPA3
VVEO3
SGPS3
AGRO3
VLID3
NGRD3
CSED3
SHUL4
RCSL3
SYNE3
TRAD3
FRAS3
MATD3
KLBN3
LOGG3
RNEW4
WIZC3
HBRE3
ARML3
TASA4
PFRM3
NINJ3
UNIP6
VIVR3
MDNE3
PINE4
ROMI3
SAPR3
PNVL3
TAEE4
PRNR3
TFCO4
ENJU3
BMOB3
SOJA3
FESA4
ITSA3
SHOW3
DESK3
UCAS3
TAEE3
ALPK3
TECN3
TGMA3
LPSB3
GOAU3
PDTC3
IGTI3
IGTI3
DMVF3
DEXP3
SANB4
VITT3
USIM3
ETER3
BRKM3
LAND3
PORT3
TCSA3
ELMD3
MELK3
GGBR3
CTNM4
WEST3
AGXY3
TPIS3
PDGR3
DOTZ3
INEP4
APER3
SANB3
RSID3
POMO3
CSUD3
OIBR4
BRAP3
CTSA4
LOGN3
EUCA4
EQPA3
CAMB3
AALR3
INEP3
BMEB4
BRSR3
BOBR4
PMAM3
COCE5
RNEW3
DOHL4
TASA3
WHRL4
ALUP4
CEBR6
PTNT4
ATOM3
CGRA4
OSXB3
BEES3
ALLD3
MTSA4
RDNI3
HAGA4
VSTE3
LVTC3
RAPT3
ALUP3
SNSY5
ALPA3
FRTA3
WHRL3
CLSC4
ENGI4
UNIP3
FHER3
BPAC5
ATMP3
CEBR3
RPMG3
BAZA3
TEKA4
BAHI3
NEXP3
BSLI4
CRPG5
EALT4
EPAR3
BIOM3
ENGI3
EMAE4
CGRA3
NUTR3
MWET4
BSLI3
BEES4
DEXP4
OFSA3
BPAC3
TRPL3
SCAR3
ENMT3
MNDL3
HOOT4
REDE3
MNPR3
CGAS5
CEDO4
EUCA3
BMIN4
IGTI4
IGTI4
BDLL4
HAGA3
CEEB3
MGEL4
TELB4
RSUL4
BGIP4
FRIO3
EKTR4
PEAB3
WLMM4
MRSA3B
TELB3
CRIV4
CTSA3
CRPG6
EQMA3B
CSRN3
CEED3
BMEB3
LUXM4
CALI3
FIEI3
BMKS3
GEPA4
CEBR5
PTNT3
EALT3
AFLT3
BMIN3
BRIV4
CGAS3
BNBR3
BRGE12
UNIP5
FESA3
CLSC3
EQPA5
RPAD6
ESTR4
NORD3
BRGE6
EQPA7
CRPG3
SNSY3
CEED4
CPLE5
AVLL3
JOPA3
BALM4
CTKA4
MRSA5B
MAPT4
CSAB4
CRIV3
BGIP3
CTKA3
BALM3
RPAD3
PLAS3
CSRN5
BRIV3
BAUH4
GEPA3
GSHP3
DTCY3
ENMT4
CEDO3
RPAD5
MERC4
BRKM6
CEEB5
AHEB3
BRGE3
MOAR3
PATI3
DOHL3
BRGE5
CSRN6
TKNO4
CSAB3
HETA4
CTNM3
BRSR5
BDLL3
ELET5
WLMM3
SOND6
CBEE3
SOND5
GPAR3
SQIA3
HBTS5
ESTR3
BRGE11
BRGE8
BRGE7
MRSA6B
ALSO3
BRPR3
LIPR3
PATI4
MTSA3
SLED4
SLED3
EQPA6
AHEB6
PINE3
VIIA3
EKTR3
MWET3
USIM6
AHEB5
ENBR3
BOAS3
PEAB4
COCE3
JOPA4
MODL3
MERC3
DMFN3
CEGR3
MAPT3
CRDE3
IGBR3
MSPA4
ODER4
PARD3
CASN3
WIZS3
LLIS3
MSPA3
BRML3
DMMO3
GETT3
GETT4
SULA4
SULA3
CEPE5
TCNO4
TCNO3
CEPE6
BKBR3
MTIG4
BLUT4
BLUT3
MODL4
CARD3
SHUL3
FIGE3
FNCN3
TEKA3
HETA3
LCAM3
BIDI4
BIDI3
EEEL4
EEEL3
BBRK3
SOND3
CESP6
CESP3
CESP5
ECPR4
MOSI3
POWE3
ECPR3
GNDI3
LAME4
LAME3
OMGE3
IGTA3
JPSA3
BRDT3
JBDU4
JBDU3
HGTX3
CCPR3
DTEX3
VVAR3
PNVL4
TESA3
BTOW3
LINX3
BTTL3
GPCP3
GPCP4
SMLS3
MMXM3
BSEV3
CNTO3
TIET4
TIET3
CORR4
CEPE3
CALI4
SNSY6
CASN4
EMAE3
BPAR3
APTI4
VSPT3
MTIG3
FIGE4
LUXM3
TKNO3
COCE6
MGEL3
CTSA8
MMAQ4
